finding_id,pos,cve,target,plugin_name,state,severity,exploit_available,cvss3_base_score,cvss_base_score,wiz_severity,description,location_path,wiz_first_found,wiz_last_found,wiz_last_fixed,resource_type,issue_id,comments_summary,ticket_key,port,signature_id,current_incident_uuid,exposure_url,results,wiz_component,wiz_technology,wiz_weighted_severity,exploitable,epssScore,riskRating,leanix_internet_exposed,SLA,cvssScore,Tier,first_found,last_found,last_fixed
c652e324-6357-5ce0-84ce-2a46884f0788,,CVE-2025-59419,cny-prod-backend-server,,Open,,False,,,MEDIUM,"The library `io.netty:netty-codec-smtp` version `4.1.116.Final` was detected in `Maven library manager` located at `/home/ecp-app/CNY/hzero-interface.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar` and is vulnerable to `CVE-2025-59419`, which exists in versions `< 4.1.128.Final`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-jq43-27x9-3v86) with vendor severity: `High`.

This vulnerability has a known exploit available. Source: [VulnCheck](https://www.depthfirst.com/post/our-ai-agent-found-a-netty-zero-day-that-bypasses-email-authentication-the-story-of-cve-2025-59419).

The vulnerability can be remediated by updating the library to version `4.1.128.Final` or higher, using `mvn versions:use-latest-releases -Dincludes=io.netty:netty-codec-smtp`.",/home/ecp-app/CNY/hzero-interface.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar,2026-03-12 03:39:02.853493,2026-03-22 21:10:59,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,io.netty:netty-codec-smtp,JAVA,,False,0.044000000000000004,Low,True,365,5.5,Tier 3,2026-03-12 03:39:02.853493,2026-03-22 21:10:59,2026-03-22 21:10:59
287009a5-539d-5598-a542-e29f11b1683e,,CVE-2025-59419,cny-prod-backend-server,,Open,,False,,,MEDIUM,"The library `io.netty:netty-codec-smtp` version `4.1.116.Final` was detected in `Maven library manager` located at `/home/ecp-app/CNY/adidas-cny.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar` and is vulnerable to `CVE-2025-59419`, which exists in versions `< 4.1.128.Final`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-jq43-27x9-3v86) with vendor severity: `High`.

This vulnerability has a known exploit available. Source: [VulnCheck](https://www.depthfirst.com/post/our-ai-agent-found-a-netty-zero-day-that-bypasses-email-authentication-the-story-of-cve-2025-59419).

The vulnerability can be remediated by updating the library to version `4.1.128.Final` or higher, using `mvn versions:use-latest-releases -Dincludes=io.netty:netty-codec-smtp`.",/home/ecp-app/CNY/adidas-cny.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar,2026-03-12 03:39:12.613418,2026-03-22 21:10:59,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,io.netty:netty-codec-smtp,JAVA,,False,0.044000000000000004,Low,True,365,5.5,Tier 3,2026-03-12 03:39:12.613418,2026-03-22 21:10:59,2026-03-22 21:10:59
87bdc4a4-de41-535b-9018-11a067cfe04e,,CVE-2025-59419,cny-prod-backend-server,,Open,,False,,,MEDIUM,"The library `io.netty:netty-codec-smtp` version `4.1.116.Final` was detected in `Maven library manager` located at `/home/ecp-app/CNY/hzero-interface.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar -> META-INF/maven/io.netty/netty-codec-smtp` and is vulnerable to `CVE-2025-59419`, which exists in versions `< 4.1.128.Final`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-jq43-27x9-3v86) with vendor severity: `High`.

This vulnerability has a known exploit available. Source: [VulnCheck](https://www.depthfirst.com/post/our-ai-agent-found-a-netty-zero-day-that-bypasses-email-authentication-the-story-of-cve-2025-59419).

The vulnerability can be remediated by updating the library to version `4.1.128.Final` or higher, using `mvn versions:use-latest-releases -Dincludes=io.netty:netty-codec-smtp`.",/home/ecp-app/CNY/hzero-interface.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar -> META-INF/maven/io.netty/netty-codec-smtp,2026-03-12 03:38:49.725831,2026-03-22 21:10:58,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,io.netty:netty-codec-smtp,JAVA,,False,0.044000000000000004,Low,True,365,5.5,Tier 3,2026-03-12 03:38:49.725831,2026-03-22 21:10:58,2026-03-22 21:10:58
3456c2dc-08f4-5003-8d8b-a387901ab991,,CVE-2025-59419,cny-prod-backend-server,,Open,,False,,,MEDIUM,"The library `io.netty:netty-codec-smtp` version `4.1.116.Final` was detected in `Maven library manager` located at `/home/ecp-app/CNY/o2-basic-management.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar` and is vulnerable to `CVE-2025-59419`, which exists in versions `< 4.1.128.Final`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-jq43-27x9-3v86) with vendor severity: `High`.

This vulnerability has a known exploit available. Source: [VulnCheck](https://www.depthfirst.com/post/our-ai-agent-found-a-netty-zero-day-that-bypasses-email-authentication-the-story-of-cve-2025-59419).

The vulnerability can be remediated by updating the library to version `4.1.128.Final` or higher, using `mvn versions:use-latest-releases -Dincludes=io.netty:netty-codec-smtp`.",/home/ecp-app/CNY/o2-basic-management.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar,2026-03-12 03:39:14.229042,2026-03-22 21:10:58,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,io.netty:netty-codec-smtp,JAVA,,False,0.044000000000000004,Low,True,365,5.5,Tier 3,2026-03-12 03:39:14.229042,2026-03-22 21:10:58,2026-03-22 21:10:58
ee7941f9-204c-5de6-bd59-b36d5d0b6e6f,,CVE-2025-59419,cny-prod-backend-server,,Open,,False,,,MEDIUM,"The library `io.netty:netty-codec-smtp` version `4.1.116.Final` was detected in `Maven library manager` located at `/home/ecp-app/CNY/adidas-cny.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar -> META-INF/maven/io.netty/netty-codec-smtp` and is vulnerable to `CVE-2025-59419`, which exists in versions `< 4.1.128.Final`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-jq43-27x9-3v86) with vendor severity: `High`.

This vulnerability has a known exploit available. Source: [VulnCheck](https://www.depthfirst.com/post/our-ai-agent-found-a-netty-zero-day-that-bypasses-email-authentication-the-story-of-cve-2025-59419).

The vulnerability can be remediated by updating the library to version `4.1.128.Final` or higher, using `mvn versions:use-latest-releases -Dincludes=io.netty:netty-codec-smtp`.",/home/ecp-app/CNY/adidas-cny.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar -> META-INF/maven/io.netty/netty-codec-smtp,2026-03-12 03:39:24.172307,2026-03-22 21:10:58,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,io.netty:netty-codec-smtp,JAVA,,False,0.044000000000000004,Low,True,365,5.5,Tier 3,2026-03-12 03:39:24.172307,2026-03-22 21:10:58,2026-03-22 21:10:58
9161dba2-54a6-5b9e-b985-4fd381d5e196,,CVE-2025-59419,cny-prod-backend-server,,Open,,False,,,MEDIUM,"The library `io.netty:netty-codec-smtp` version `4.1.116.Final` was detected in `Maven library manager` located at `/home/ecp-app/CNY/o2-basic-management.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar -> META-INF/maven/io.netty/netty-codec-smtp` and is vulnerable to `CVE-2025-59419`, which exists in versions `< 4.1.128.Final`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-jq43-27x9-3v86) with vendor severity: `High`.

This vulnerability has a known exploit available. Source: [VulnCheck](https://www.depthfirst.com/post/our-ai-agent-found-a-netty-zero-day-that-bypasses-email-authentication-the-story-of-cve-2025-59419).

The vulnerability can be remediated by updating the library to version `4.1.128.Final` or higher, using `mvn versions:use-latest-releases -Dincludes=io.netty:netty-codec-smtp`.",/home/ecp-app/CNY/o2-basic-management.jar -> BOOT-INF/lib/netty-codec-smtp-4.1.116.Final.jar -> META-INF/maven/io.netty/netty-codec-smtp,2026-03-12 03:39:14.499366,2026-03-22 21:10:57,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,io.netty:netty-codec-smtp,JAVA,,False,0.044000000000000004,Low,True,365,5.5,Tier 3,2026-03-12 03:39:14.499366,2026-03-22 21:10:57,2026-03-22 21:10:57
24a43e91-d3f5-5fe9-abc9-fcb27050d37e,,CVE-2025-66516,cny-prod-backend-server,,Open,,False,,,CRITICAL,"The library `org.apache.tika:tika-core` version `1.28.4` was detected in `Maven library manager` located at `/home/ecp-app/CNY/o2-basic-management.jar -> BOOT-INF/lib/tika-core-1.28.4.jar -> META-INF/maven/org.apache.tika/tika-core` and is vulnerable to `CVE-2025-66516`, which exists in versions `>= 1.13, <= 3.2.1`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-f58c-gq56-vjjf) with vendor severity: `Critical` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2025-66516) severity: `Critical`).

This vulnerability has a known exploit available. Source: [VulnCheck](https://hackyboiz.github.io/2025/12/24/gongjae/CVE-2025-66516/).

The vulnerability can be remediated by updating the library to version `3.2.2` or higher, using `mvn versions:use-latest-releases -Dincludes=org.apache.tika:tika-core`.

The library is associated with the technology `Apache Tika`.",/home/ecp-app/CNY/o2-basic-management.jar -> BOOT-INF/lib/tika-core-1.28.4.jar -> META-INF/maven/org.apache.tika/tika-core,2026-03-12 03:38:01.748776,2026-03-22 21:10:58,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,org.apache.tika:tika-core,JAVA,,False,,High,True,30,10.0,Tier 1,2026-03-12 03:38:01.748776,2026-03-22 21:10:58,2026-03-22 21:10:58
fe0aaa00-e78a-50fa-b467-7760bd21634c,,CVE-2025-41232,cny-prod-backend-server,,Open,,False,,,CRITICAL,"The library `org.springframework.security:spring-security-core` version `6.4.2` was detected in `Maven library manager` located at `/home/ecp-app/CNY/hzero-license-bak.jar -> BOOT-INF/lib/spring-security-core-6.4.2.jar` and is vulnerable to `CVE-2025-41232`, which exists in versions `>= 6.4.0, < 6.4.6`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-9pp5-9c7g-4r83) with vendor severity: `Critical` (awaiting NVD analysis, [CNA](https://nvd.nist.gov/vuln/detail/CVE-2025-41232) severity: `Critical`).

This vulnerability has a known exploit available. Source: [VulnCheck](https://attackerkb.com/assessments/c3734c78-c018-4e5f-9c70-b5f3c074a411).

The vulnerability can be remediated by updating the library to version `6.4.6` or higher, using `mvn versions:use-latest-releases -Dincludes=org.springframework.security:spring-security-core`.

The library is associated with the technology `Spring Security`.",/home/ecp-app/CNY/hzero-license-bak.jar -> BOOT-INF/lib/spring-security-core-6.4.2.jar,2026-03-12 03:38:04.886514,2026-03-22 21:10:59,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,org.springframework.security:spring-security-core,JAVA,,False,0.001,High,True,30,9.1,Tier 1,2026-03-12 03:38:04.886514,2026-03-22 21:10:59,2026-03-22 21:10:59
144d118d-34c9-5c94-b9aa-8ac86d15c10c,,CVE-2025-41232,cny-prod-backend-server,,Open,,False,,,CRITICAL,"The library `org.springframework.security:spring-security-core` version `6.4.2` was detected in `Maven library manager` located at `/home/ecp-app/CNY/hzero-gateway.jar -> BOOT-INF/lib/spring-security-core-6.4.2.jar` and is vulnerable to `CVE-2025-41232`, which exists in versions `>= 6.4.0, < 6.4.6`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-9pp5-9c7g-4r83) with vendor severity: `Critical` (awaiting NVD analysis, [CNA](https://nvd.nist.gov/vuln/detail/CVE-2025-41232) severity: `Critical`).

This vulnerability has a known exploit available. Source: [VulnCheck](https://attackerkb.com/assessments/c3734c78-c018-4e5f-9c70-b5f3c074a411).

The vulnerability can be remediated by updating the library to version `6.4.6` or higher, using `mvn versions:use-latest-releases -Dincludes=org.springframework.security:spring-security-core`.

The library is associated with the technology `Spring Security`.",/home/ecp-app/CNY/hzero-gateway.jar -> BOOT-INF/lib/spring-security-core-6.4.2.jar,2026-03-12 03:38:02.039483,2026-03-22 21:10:59,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,org.springframework.security:spring-security-core,JAVA,,False,0.001,High,True,30,9.1,Tier 1,2026-03-12 03:38:02.039483,2026-03-22 21:10:59,2026-03-22 21:10:59
4c2e53a0-4d4a-5136-accf-8c4bc7e34614,,CVE-2025-41232,cny-prod-backend-server,,Open,,False,,,CRITICAL,"The library `org.springframework.security:spring-security-core` version `6.4.2` was detected in `Maven library manager` located at `/home/ecp-app/CNY/hzero-oauth.jar -> BOOT-INF/lib/spring-security-core-6.4.2.jar` and is vulnerable to `CVE-2025-41232`, which exists in versions `>= 6.4.0, < 6.4.6`.

The vulnerability was found in the [Github Security Advisory](https://github.com/advisories/GHSA-9pp5-9c7g-4r83) with vendor severity: `Critical` (awaiting NVD analysis, [CNA](https://nvd.nist.gov/vuln/detail/CVE-2025-41232) severity: `Critical`).

This vulnerability has a known exploit available. Source: [VulnCheck](https://attackerkb.com/assessments/c3734c78-c018-4e5f-9c70-b5f3c074a411).

The vulnerability can be remediated by updating the library to version `6.4.6` or higher, using `mvn versions:use-latest-releases -Dincludes=org.springframework.security:spring-security-core`.

The library is associated with the technology `Spring Security`.",/home/ecp-app/CNY/hzero-oauth.jar -> BOOT-INF/lib/spring-security-core-6.4.2.jar,2026-03-12 03:39:05.330305,2026-03-22 21:10:58,,VIRTUAL_MACHINE,d034faf5-59ab-4e32-a5df-7698ab0828a1,,,,,,,,org.springframework.security:spring-security-core,JAVA,,False,0.001,High,True,30,9.1,Tier 1,2026-03-12 03:39:05.330305,2026-03-22 21:10:58,2026-03-22 21:10:58
